Nome,Genere,Diffusione
LELLO,M,3
LELMO,M,4
LEMMO,M,4
LEMO,M,4
LENIN,M,3
LENINO,M,4
LENIO,M,4
LENO,M,4
LEO,M,4
LEOCADIO,M,4
LEOLUCA,M,3
LEONALDO,M,3
LEONARDANTONIO,M,3
LEONARDINO,M,3
LEONARDO,M,1
LEONCINO,M,3
LEONDINO,M,4
LEONE,M,2
LEONELLO,M,3
LEONETTO,M,4
LEONIDA,M,2
LEONIDO,M,3
LEONIERO,M,4
LEONILDO,M,4
LEONILLO,M,4
LEONINO,M,4
LEONIO,M,4
LEONISIO,M,4
LEONORIO,M,4
LEONORO,M,4
LEONTINO,M,4
LEONZIO,M,3
LEOPARDO,M,3
LEOPOLDINO,M,3
LEOPOLDO,M,2
LEPANTO,M,4
LEPIDO,M,3
LERINO,M,4
LERIO,M,4
LERO,M,4
LESBINO,M,4
LESZEK,M,4
LETANZIO,M,4
LETERIO,M,4
LETIZIANO,M,4
LETIZIO,M,4
LETO,M,4
LETTERINO,M,4
LETTERIO,M,4
LEUCIO,M,4
LEUTERIO,M,4
LEVANTINO,M,3
LEVI,M,3
LEVINO,M,3
LEVIO,M,4
LIANO,M,4
LIBERALE,M,3
LIBERANTE,M,3
LIBERATO,M,3
LIBERATORE,M,3
LIBERINO,M,3
LIBERIO,M,3
LIBERO,M,2
LIBERTARIO,M,4
LIBERTINO,M,3
LIBERTO,M,3
LIBIANO,M,4
LIBICO,M,4
LIBIO,M,4
LIBORIO,M,3
LICANDRO,M,3
LICERIO,M,4
LICIANO,M,4
LICINIO,M,4
LICIO,M,3
LICO,M,4
LICURGO,M,3
LIDAMO,M,4
LIDANO,M,4
LIDIANO,M,4
LIDIO,M,4
LIDO,M,4
LIDOVINO,M,4
LIDUINO,M,4
LIETO,M,3
LIGIO,M,3
LILIANO,M,3
LILIO,M,3
LILLIANO,M,3
LILLINO,M,4
LILLO,M,3
LINDO,M,4
LINDORO,M,4
LINEO,M,4
LINNEO,M,4
LINO,M,2
LINUCCIO,M,2
LIONELLO,M,3
LIONETTO,M,3
LIPPO,M,4
LIRIO,M,3
LISANDRO,M,3
LISEO,M,3
LISETTO,M,3
LISIMACO,M,4
LISINDO,M,4
LISIO,M,4
LISIPPO,M,3
LISO,M,3
LITTERIO,M,4
LITTORIANO,M,4
LITTORINO,M,4
LITTORIO,M,4
LIUCCIO,M,4
LIUTPRANDO,M,3
LIVANO,M,4
LIVENZO,M,4
LIVIANO,M,4
LIVIERINO,M,4
LIVIERO,M,4
LIVINIO,M,3
LIVINO,M,3
LIVIO,M,2
LIVO,M,3
LODDO,M,4
LODOVICO,M,2
LODOVINO,M,3
LOFFREDO,M,3
LOLO,M,4
LOMBARDINO,M,4
LOMBARDO,M,4
LONGINO,M,3
LORANDO,M,4
LORANO,M,4
LOREDANO,M,3
LORENO,M,3
LORENTINO,M,4
LORENZANO,M,4
LORENZINO,M,2
LORENZO,M,1
LORETO,M,3
LORETTO,M,3
LORIANO,M,3
LORINDO,M,4
LORINO,M,4
LORIS,M,2
LORITO,M,3
LORO,M,3
LOTARIO,M,3
LOTTARIO,M,3
LUANO,M,4
LUBIANO,M,4
LUCA,M,1
LUCANO,M,3
LUCANTONIO,M,2
LUCEDIO,M,4
LUCHINO,M,3
LUCIANO,M,1
LUCIDIO,M,3
LUCIDO,M,3
LUCIFERO,M,3
LUCILIO,M,3
LUCILLO,M,3
LUCINDO,M,3
LUCINIO,M,4
LUCINO,M,3
LUCIO,M,1
LUCREZIO,M,2
LUDOVICO,M,1
LUGANO,M,3
LUIGI,M,1
LUIGINO,M,2
LUISETTO,M,3
LUISI,M,3
LUISIO,M,3
LUISITO,M,3
LUISO,M,3
LUPO,M,3
LUSSORIO,M,3
LUTERO,M,3
LYUBOV,M,4
MABROUK,M,4
MACARIO,M,4
MACEDONIO,M,4
MACEO,M,4
MACIEJ,M,4
MADDALENO,M,4
MADERO,M,4
MADIO,M,4
MAFALDO,M,3
MAFFEO,M,2
MAFFIO,M,3
MAGDALO,M,3
MAGGINO,M,4
MAGGIOLINO,M,4
MAGGIORINO,M,4
MAGHINARDO,M,4
MAGNO,M,3
MAICOL,M,2
MAIDO,M,3
MAINALDO,M,3
MAINARDO,M,3
MAINETTO,M,3
MAINO,M,3
MAIO,M,3
MALIO,M,4
MALVINO,M,4
MAMBRINO,M,4
MAMERTO,M,4
MAMMOLO,M,3
MANETTO,M,4
MANFREDO,M,3
MANILIO,M,4
MANILLO,M,4
MANILO,M,4
MANIO,M,3
MANLIO,M,2
MANNINO,M,4
MANNO,M,4
MANNUCCIO,M,4
MANOLO,M,2
MANON,M,3
MANRICO,M,3
MANSUETO,M,3
MANUEL,M,2
MANUELE,M,2
MARAT,M,3
MARC,M,2
MARCANTONIO,M,2
MARCELLIANO,M,3
MARCELLINO,M,2
MARCELLO,M,1
MARCELO,M,2
MARCHETTO,M,3
MARCHINO,M,2
MARCHISIO,M,3
MARCIANO,M,3
MARCILIANO,M,3
MARCILIO,M,3
MARCO,M,1
MARCOLINO,M,2
MARCUCCIO,M,3
MARELLO,M,3
MARENO,M,3
MARETTO,M,3
MARFISIO,M,3
MARGHERITO,M,3
MARIA,M,3
MARIANNINO,M,3
MARIANNO,M,3
MARIANO,M,2
MARIELE,M,3
MARIETTO,M,3
MARILENO,M,3
MARILIO,M,3
MARINELLO,M,3
MARINO,M,1
MARINUCCIO,M,3
MARIO,M,1
MARIOLINO,M,2
MARIOTTO,M,3
MARISIO,M,3
MARISO,M,3
MARIUCCIO,M,4
MARNO,M,4
MARO,M,4
MARONE,M,3
MARRICO,M,3
MARRIGO,M,3
MARSIGLIO,M,3
MARSILIO,M,4
MARSINO,M,4
MARTANO,M,4
MARTINIANO,M,4
MARTINO,M,1
MARTIRE,M,3
MARTO,M,3
MARUSCO,M,4
MARUZZO,M,4
MARX,M,3
MARXIANO,M,4
MARXINO,M,4
MARZIALE,M,3
MARZIANO,M,3
MARZILIO,M,4
MARZINO,M,4
MARZIO,M,4
MASANIELLO,M,3
MASIERO,M,4
MASINO,M,3
MASO,M,3
MASSENZIO,M,3
MASSIMIANO,M,4
MASSIMILIANO,M,1
MASSIMILLO,M,3
MASSIMINO,M,2
MASSIMO,M,1
MASSINO,M,3
MATERNO,M,4
MATILDIO,M,4
MATILDO,M,4
MATTEO,M,1
MATTEOMARIA,M,3
MATTEOTTI,M,3
MATTIA,M,1
MATTIO,M,3
MATURINO,M,3
MAUDO,M,4
MAURELIO,M,4
MAURETTO,M,3
MAURICIO,M,3
MAURICO,M,4
MAURILIO,M,3
MAURILLO,M,3
MAURINO,M,3
MAURIZIANO,M,3
MAURIZIO,M,1
MAURO,M,1
MAX,M,2
MAZZEO,M,3
MAZZINI,M,4
MAZZINIO,M,4
MAZZINO,M,4
MEDARDO,M,4
MEDEO,M,4
MEDERICO,M,4
MEDINO,M,4
MEDORO,M,3
MEINRADO,M,3
MELANIO,M,3
MELATO,M,4
MELCHIADE,M,4
MELCHIDESECCO,M,4
MELCHIORE,M,4
MELCHIORRE,M,3
MELCHISEDEO,M,3
MELEZIO,M,4
MELINDO,M,4
MELINO,M,4
MELIS,M,4
MELITO,M,4
MEME',M,4
MEME,M,4
MEMMO,M,4
MEMO,M,4
MEMORE,M,4
MENENIO,M,4
MENICO,M,4
MENIO,M,4
MENNATO,M,4
MENO,M,4
MENOTTI,M,4
MENOTTO,M,4
MENTANO,M,4
MENTINO,M,4
MENTORE,M,3
MENTORINO,M,4
MEO,M,4
MERALDO,M,4
MERANO,M,4
MERCEDO,M,4
MERCURIO,M,3
MEREU,M,4
MERICO,M,4
MERIGO,M,3
MERINDO,M,3
MERINO,M,3
MERIO,M,4
MESCHINO,M,4
MESSALINO,M,4
METARDO,M,4
METAURO,M,4
METELLO,M,3
METODIO,M,3
MEUCCIO,M,3
MICHAEL,M,2
MICHELANGELO,M,1
MICHELANGIOLO,M,3
MICHELANTONIO,M,2
MICHELE,M,1
MICHELINO,M,2
MICUCCIO,M,3
MIDIO,M,4
MIEKE,M,4
MIGLIORE,M,3
MIGLIORINO,M,3
MILAN,M,3
MILANO,M,3
MILDO,M,3
MILENO,M,3
MILES,M,2
MILIANO,M,3
MILKO,M,3
MILLO,M,3
MILO,M,3
MILONE,M,3
MILVANO,M,3
MILVIO,M,3
MILZIADE,M,3
MIMI',M,3
MIMINO,M,3
MIMMINO,M,4
MIMMO,M,2
MIMO,M,4
MINELLO,M,4
MINERVINO,M,4
MINGO,M,4
MINIATO,M,3
MINIO,M,3
MINO,M,2
MINUCCIO,M,3
MIRALDO,M,3
MIRANDINO,M,4
MIRANDO,M,4
MIRANO,M,4
MIRCO,M,1
MIRELLO,M,3
MIRENO,M,3
MIRIANO,M,3
MIRIO,M,3
MIRKO,M,1
MIRNO,M,3
MIRO,M,3
MIROCLE,M,4
MIROCLETO,M,4
MIRONE,M,4
MIROSLAO,M,4
MIROSLAVO,M,4
MIRRO,M,4
MIRTEO,M,4
MIRTO,M,4
MIRVANO,M,4
MISAELE,M,4
MISIANO,M,4
MISIO,M,4
MITO,M,4
MITRIDATE,M,3
MODERATO,M,3
MODERNO,M,4
MODESTINO,M,3
MODESTO,M,3
MOHAMAD,M,3
MOHAMED,M,2
MOHAMEDALI,M,3
MOHAMMED,M,3
MONALDO,M,4
MONDIALE,M,4
MONDINO,M,4
MONDO,M,3
MONIR,M,4
MONSERRATO,M,4
MONTANO,M,4
MONTELLO,M,4
MORALDO,M,4
MORANDO,M,4
MORANO,M,4
MORAVIO,M,4
MORDECHAI,M,3
MORELLO,M,3
MORENO,M,2
MORETTO,M,4
MORFEO,M,3
MORIANO,M,3
MORINO,M,3
MORO,M,3
MOROSINO,M,4
MOSE',M,2
MOSE,M,3
MOSHARAF,M,4
MUGHETTO,M,3
MURRU,M,4
MUZIANO,M,4
MUZIO,M,4
NABUCCO,M,3
NADDO,M,3
NADINO,M,4
NADIR,M,3
NADO,M,4
NALDINO,M,4
NALDO,M,4
NANDINO,M,3
NANDO,M,1
NANNI,M,2
NANNINO,M,3
NAPOLEONE,M,2
NAPOLI,M,3
NAPOLINO,M,3
NARCISIO,M,3
NARCISO,M,2
NARDINO,M,4
NARDO,M,3
NARDUCCIO,M,3
NARIO,M,3
NARO,M,3
NARSETE,M,4
NARUL,M,4
NASCIMBENE,M,4
NATALE,M,1
NATALINO,M,1
NATALIO,M,3
NATALIZIO,M,3
NAVAR,M,4
NAVARINO,M,4
NAVARO,M,4
NAVARRO,M,3
NAZARENO,M,2
NAZARIO,M,4
NAZARO,M,4
NAZZARENO,M,2
NAZZARINO,M,3
NAZZARIO,M,3
NAZZARO,M,3
NEARCO,M,3
NEDDO,M,4
NEDIO,M,4
NEDO,M,4
NEERO,M,4
NEJIB,M,4
NELDO,M,4
NELIO,M,4
NELLINO,M,4
NELLIO,M,4
NELLO,M,4
NELLUSCO,M,4
NELSO,M,4
NELVIS,M,4
NEMBO,M,3
NEMESIO,M,4
NEMEZIO,M,4
NEMO,M,3
NEMORE,M,3
NEMORINO,M,3
NENO,M,4
NEO,M,4
NEPOMICENO,M,4
NEPOMUCENO,M,4
NEREO,M,3
NERINO,M,3
NERIO,M,3
NERO,M,3
NERONE,M,3
NESTORE,M,3
NETTUNO,M,3
NEVIANO,M,3
NEVILIO,M,4
NEVIO,M,4
NICANDRO,M,3
NICANORE,M,3
NICASIO,M,4
NICCO,M,3
NICCODEMO,M,3
NICCOLA,M,3
NICCOLINO,M,3
NICCOLO',M,1
NICCOLO,M,1
NICEO,M,3
NICETO,M,4
NICLO,M,4
NICO,M,2
NICODEMO,M,2
NICOLA,M,1
NICOLANGELO,M,3
NICOLANTONIO,M,3
NICOLAO,M,3
NICOLAS,M,2
NICOLETTO,M,2
NICOLINO,M,2
NICOLO',M,1
NICOLO,M,1
NICOMEDE,M,4
NIEVO,M,3
NILDO,M,3
NILIO,M,4
NILLO,M,4
NILO,M,4
NILVANO,M,4
NILVIO,M,4
NILVO,M,4
NINETTO,M,3
NINFO,M,4
NINO,M,4
NINUCCIO,M,3
NINUZZO,M,4
NIRVANO,M,3
NISIO,M,4
NISO,M,3
NITO,M,4
NIVALDO,M,4
NIVARDO,M,4
NIVEO,M,3
NIVERS,M,4
NIVIO,M,4
NIVO,M,4
NIZZARDO,M,4
NOBERTO,M,4
NOE',M,3
NOEMIO,M,4
NOLANO,M,4
NOLASCO,M,4
NOLBERTO,M,3
NONO,M,4
NORADINO,M,4
NORANDINO,M,4
NORBERTO,M,2
NORDINO,M,4
NOREDINO,M,4
NORGE,M,4
NORICO,M,4
NORINO,M,4
NORIO,M,4
NORIS,M,3
NORMANDO,M,3
NORMANNO,M,3
NORMO,M,4
NORVEGIO,M,4
NORVEGLIO,M,4
NOSSAI,M,4
NOVARINO,M,4
NOVARIO,M,4
NOVARO,M,4
NOVARRO,M,4
NOVELIO,M,4
NOVELLINO,M,4
NOVELLO,M,3
NOVEMBRINO,M,3
NOVEMIO,M,4
NOVENIO,M,4
NOVIGLIO,M,4
NOVILIO,M,4
NUCCIO,M,3
NULLO,M,4
NUMA,M,3
NUMITORE,M,3
NUNZIANTE,M,3
NUNZIATO,M,3
NUNZIO,M,2
NUTO,M,4
OBALDO,M,4
OBBES,M,4
OBED,M,4
OBER,M,4
OBERDAN,M,4
OBERDANO,M,4
OBERDINO,M,4
OBERTO,M,3
OBES,M,4
OBILIO,M,4
OBIZIO,M,4
OBIZZO,M,3
OCEANIO,M,4
OCEANO,M,3
OCLERIO,M,4
OCLIDE,M,4
OCTAVIAN,M,4
ODASCO,M,4
ODDINO,M,4
ODDO,M,4
ODELIO,M,4
ODELLO,M,4
ODEN,M,4
ODEO,M,4
ODER,M,4
ODERICO,M,3
ODERIO,M,4
ODERISI,M,4
ODERISIO,M,3
ODERO,M,4
ODERZO,M,3
ODES,M,4
ODETTO,M,4
ODI,M,4
ODILIO,M,4
ODILLO,M,4
ODILO,M,3
ODINELLO,M,4
ODINO,M,3
ODISSEO,M,3
ODIVIO,M,4
ODO,M,4
ODOACRE,M,3
ODOLINDO,M,4
ODOLINO,M,4
ODONE,M,4
ODORICO,M,3
ODORINO,M,3
ODORISIO,M,3
ODORIZIO,M,4
ODOVIGLIO,M,4
ODOVILIO,M,4
OFELIO,M,3
OFEMIO,M,4
OFERTO,M,4
OFFELIO,M,3
OFFERTO,M,3
OGNIBENE,M,4
OGNISSANTI,M,4
OLANDINO,M,4
OLANDO,M,4
OLANZO,M,4
OLAO,M,4
OLAVIO,M,4
OLCESE,M,4
OLDANO,M,4
OLDENIO,M,4
OLDERICO,M,3
OLDERIGIO,M,4
OLDERIGO,M,4
OLDINO,M,4
OLDO,M,4
OLDRADO,M,4
OLEANDRO,M,3
OLEANO,M,4
OLEGARIO,M,4
OLEMO,M,4
OLENO,M,4
OLER,M,3
OLERIO,M,4
OLES,M,4
OLFANGO,M,4
OLFEO,M,4
OLFERINO,M,4
OLFINO,M,4
OLGHER,M,4
OLGO,M,4
OLIADE,M,4
OLIANO,M,4
OLIBRIO,M,4
OLIDIO,M,4
OLIDO,M,4
OLIERO,M,4
OLIMPIO,M,3
OLIMPO,M,3
OLINDO,M,3
OLINO,M,4
OLINTO,M,4
OLIS,M,4
OLISIO,M,4
OLIVANO,M,4
OLIVENZO,M,4
OLIVERIO,M,3
OLIVERO,M,3
OLIVETO,M,4
OLIVETTO,M,4
OLIVIANO,M,3
OLIVIERI,M,3
OLIVIERO,M,2
OLIVINO,M,3
OLIVIO,M,3
OLIVO,M,3
OLMEDO,M,3
OLMER,M,4
OLMES,M,4
OLMO,M,3
OLO,M,4
OLOFERNE,M,3
OLVES,M,4
OLVIDIO,M,4
OLVIDO,M,4
OLVINO,M,4
OLVRADO,M,4
OMAR,M,1
OMARO,M,3
OMAS,M,4
OMELIO,M,3
OMER,M,3
OMERINO,M,4
OMERIO,M,4
OMERO,M,2
OMES,M,3
OMOBONO,M,3
OMOBUONO,M,3
OMODEO,M,3
ONDEDO,M,4
ONDER,M,4
ONDINO,M,3
ONEGLIO,M,4
ONELIO,M,4
ONELLO,M,4
ONERIO,M,4
ONERO,M,4
ONES,M,4
ONESIMO,M,4
ONESINO,M,4
ONESIO,M,4
ONESTINO,M,3
ONESTO,M,3
ONETO,M,4
ONETTO,M,4
ONEVIO,M,4
ONEZIO,M,4
ONILDO,M,4
ONILIO,M,4
ONILLO,M,4
ONIO,M,4
ONIS,M,4
ONISTO,M,4
ONOFRIO,M,3
ONORABILE,M,3
ONORATINO,M,4
ONORATO,M,3
ONORE,M,3
ONORINO,M,3
ONORIO,M,3
ONORIS,M,3
ONTARIO,M,4
OPALDO,M,4
OPELIO,M,4
OPILIO,M,4
OPIMIO,M,4
OPPILIO,M,4
OPRANDO,M,4
ORALDO,M,4
ORANDO,M,4
ORANO,M,4
ORANTE,M,4
ORANZO,M,4
ORAZIO,M,2
ORDES,M,4
OREANO,M,4
OREDANO,M,4
OREGLIO,M,3
ORELIANO,M,3
ORELIO,M,3
ORELLO,M,4
OREMO,M,4
ORENO,M,4
ORENTINO,M,4
ORENZIO,M,4
ORENZO,M,4
OREO,M,4
ORES,M,4
ORESTE,M,2
ORESTINO,M,3
ORESTO,M,3
ORETO,M,4
ORETTO,M,4
ORFELIO,M,4
ORFELLO,M,4
ORFEO,M,3
ORFINO,M,4
ORGANTINO,M,4
ORIALDO,M,4
ORIANDO,M,4
ORIANNO,M,4
ORIANO,M,3
ORIBIO,M,4
ORIDANO,M,4
ORIELDO,M,4
ORIELLO,M,4
ORIENTINO,M,4
ORIENZO,M,4
ORIERO,M,4
ORIETO,M,4
ORIETTO,M,4
ORIGO,M,4
ORILDO,M,4
ORILIANO,M,4
ORILIO,M,4
ORILLO,M,4
ORINDO,M,4
ORINO,M,4
ORIO,M,3
ORIODE,M,4
ORIONDO,M,4
ORIONE,M,3
ORIS,M,4
ORISTANO,M,3
ORIZIO,M,4
ORIZZONTE,M,3
ORLANDINO,M,3
ORLANDO,M,2
ORLEANO,M,4
ORLEO,M,4
ORLES,M,4
ORLINDO,M,4
ORMANNO,M,4
ORMANO,M,4
ORMEO,M,3
ORMES,M,4
ORMIDO,M,4
ORMIS,M,4
ORMISDO,M,4
ORMONDO,M,4
ORNALDO,M,4
ORNATO,M,4
ORNELIO,M,4
ORNELLO,M,3
ORNEO,M,4
ORO,M,3
OROLANDO,M,3
ORONTE,M,4
ORONZINO,M,3
ORONZIO,M,3
ORONZO,M,2
OROSIMBO,M,3
OROVESO,M,4
ORSEOLO,M,4
ORSINO,M,4
ORSIO,M,4
ORSO,M,3
ORSOLINO,M,3
ORTELIO,M,3
ORTEMIO,M,4
ORTENSIO,M,3
ORTENSO,M,4
ORTENZIO,M,3
ORTENZO,M,3
ORTEO,M,4
ORTES,M,4
ORTESIO,M,4
ORTIS,M,4
ORTO,M,4
ORTOLANO,M,4
ORVEDO,M,4
ORVELIO,M,4
ORVIANO,M,4
ORVIERO,M,4
ORVIETO,M,4
ORVILIO,M,4
ORVINIO,M,4
ORVINO,M,4
OSANIO,M,4
OSASCO,M,4
OSCAR,M,2
OSCARDO,M,3
OSCARE,M,3
OSCARINO,M,3
OSCARO,M,3
OSCARRE,M,4
OSCHER,M,4
OSCHERINO,M,4
OSELIO,M,4
OSEO,M,4
OSIANO,M,4
OSILIO,M,4
OSIMO,M,4
OSIO,M,4
OSIRIO,M,4
OSLAVIO,M,4
OSMANNO,M,4
OSMANO,M,4
OSMAR,M,4
OSMIDO,M,4
OSMILDO,M,4
OSTELIO,M,4
OSTELLO,M,4
OSTELVIO,M,4
OSTER,M,4
OSTIGLIO,M,4
OSTILIO,M,3
OSTILLO,M,4
OSVALDO,M,2
OSVEGO,M,3
OSVINO,M,4
OTELLIO,M,4
OTELLO,M,3
OTELMA,M,3
OTELMO,M,3
OTERO,M,3
OTILIO,M,4
OTINO,M,4
OTO,M,4
OTTAVIANO,M,2
OTTAVINO,M,3
OTTAVIO,M,2
OTTAVO,M,3
OTTELIO,M,4
OTTELLO,M,4
OTTELMA,M,4
OTTENIO,M,4
OTTEO,M,4
OTTILIO,M,4
OTTIMIO,M,4
OTTIMO,M,4
OTTINELLO,M,4
OTTINO,M,4
OTTO,M,3
OTTOBELLO,M,3
OTTOBRINO,M,3
OTTOCARO,M,4
OTTOLINO,M,4
OTTOMARO,M,4
OTTONE,M,3
OTTONELLO,M,3
OTTORINO,M,3
OVALDO,M,4
OVELIO,M,4
OVER,M,4
OVES,M,4
OVIDIO,M,2
OVIEDO,M,4
OVIERO,M,4
OVIGLIO,M,4
OVILIO,M,4
OZINO,M,4
PACIFICO,M,3
PACINO,M,3
PAFISPI,M,3
PALADINO,M,3
PALESTINO,M,4
PALLADINO,M,4
PALMARINO,M,4
PALMAZIO,M,4
PALMERINDO,M,4
PALMERINO,M,4
PALMERIO,M,4
PALMERO,M,4
PALMIERINO,M,4
PALMIERO,M,3
PALMINO,M,4
PALMIRINO,M,4
PALMIRO,M,3
PALMIZIO,M,4
PANCRAZIO,M,3
PANDOLFO,M,3
PANFILIO,M,4
PANFILO,M,4
PANTALEO,M,3
PAOLETTO,M,3
PAOLICO,M,4
PAOLINO,M,2
PAOLO,M,1
PAOLUCCIO,M,3
PARADISO,M,3
PARDO,M,4
PARIDE,M,3
PARIGI,M,3
PARIGINO,M,4
PARISE,M,3
PARISINO,M,4
PARISIO,M,4
PARISO,M,4
PARMENIO,M,4
PARSIFAL,M,3
PASCALE,M,3
PASCASIO,M,4
PASCUCCIO,M,4
PASINO,M,4
PASQUALINO,M,3
PASQUINO,M,3
PATERNIANO,M,4
PATRIZIO,M,2
PATROCLO,M,3
PATRYK,M,3
PAULO,M,3
PAWEL,M,3
PAZIENTE,M,4
PEDJA,M,3
PELAGIO,M,4
PELINO,M,4
PELIO,M,4
PELLEGRINO,M,3
PELLEGRO,M,4
PELLICO,M,3
PENSIERINO,M,4
PENSIERO,M,4
PEPI,M,3
PEPINO,M,3
PEPPE,M,3
PEPPI,M,4
PEPPINETTO,M,4
PEPPINO,M,2
PEPPO,M,3
PEPPUCCIO,M,3
PERFETTO,M,4
PERGENTE,M,4
PERGENTINO,M,4
PERICLE,M,3
PERLINO,M,4
PERLO,M,4
PERPETUO,M,3
PERSEO,M,3
PERSILIO,M,3
PERSIO,M,4
PETRE,M,4
PETRO,M,4
PETRONIO,M,4
PIACENTINO,M,4
PICCARDO,M,4
PIERANDREA,M,2
PIERANGELO,M,2
PIERANTONIO,M,2
PIERCARLO,M,2
PIERETTO,M,3
PIERFRANCESCO,M,2
PIERGAETANO,M,2
PIERGIORGIO,M,2
PIERGIOVANNI,M,2
PIERINO,M,2
PIERLORENZO,M,2
PIERLUCA,M,2
PIERLUIGI,M,2
PIERMARCO,M,2
PIERMARIO,M,2
PIERMAURO,M,2
PIERO,M,1
PIERPAOLO,M,1
PIERSILVIO,M,1
PIERUCCIO,M,3
PIETRANGELO,M,2
PIETRANTONIO,M,3
PIETRINO,M,3
PIETRO,M,1
PIETROPAOLO,M,2
PIETRUCCIO,M,3
PILADE,M,3
PILERIO,M,4
PINDARO,M,3
PINELLO,M,4
PINETTO,M,4
PINO,M,1
PINOTTO,M,3
PINTUS,M,3
PINUCCIO,M,3
PIO,M,1
PIPPO,M,2
PIRAMO,M,3
PIRRO,M,3
PISANO,M,3
PITAGORA,M,3
PLACIDINO,M,4
PLACIDO,M,3
PLATONE,M,3
PLAUTO,M,3
PLAVO,M,3
PLINIO,M,2
PLUTARCO,M,3
POERIO,M,3
POLDINO,M,3
POLDO,M,2
POLIBIO,M,3
POLICARPIO,M,3
POLICARPO,M,3
POLIDORO,M,3
POLITO,M,3
POLIUTO,M,3
POLLUCE,M,3
POLO,M,3
POLONIO,M,3
POMPEO,M,3
POMPILIO,M,3
POMPONIO,M,3
PONZIANINO,M,4
PONZIANO,M,4
PONZIO,M,3
PORFIDIO,M,3
PORFILIO,M,4
PORFIRIO,M,4
PORSENNA,M,3
PORTHOS,M,3
PORTOS,M,3
PORZIO,M,3
POSSIDIO,M,4
POTITO,M,4
PRANDINO,M,4
PRANDO,M,4
PRESCILLO,M,4
PREZIOSO,M,4
PRIAMO,M,3
PRIMALDO,M,4
PRIMARIO,M,4
PRIMETTO,M,4
PRIMIANO,M,4
PRIMIERO,M,4
PRIMILIO,M,4
PRIMILLO,M,4
PRIMINO,M,2
PRIMIO,M,4
PRIMITIVO,M,3
PRIMIZIO,M,4
PRIMO,M,1
PRINCIPE,M,3
PRINCIPIO,M,4
PRISCO,M,3
PROBO,M,3
PROCOLO,M,4
PROCOPIO,M,3
PROGRESSO,M,4
PROMETEO,M,3
PROPERZIO,M,3
PROSDOCIMO,M,4
PROSPERINO,M,4
PROSPERO,M,4
PROTASIO,M,4
PROTASO,M,4
PROTEO,M,4
PROTO,M,4
PROVIDO,M,4
PROVINO,M,4
PROVVIDENZIO,M,4
PROVVIDO,M,3
PRUDENZIO,M,3
PUBBLIO,M,3
PUBLIO,M,3
PUCCIO,M,4
PULCHERIO,M,4
QUADRIO,M,4
QUALTIERO,M,4
QUARTIERO,M,4
QUARTILIO,M,4
QUARTINO,M,4
QUARTO,M,3
QUERINO,M,4
QUERRINO,M,4
QUINTALINO,M,4
QUINTIGLIO,M,4
QUINTILIANO,M,4
QUINTILINO,M,4
QUINTILIO,M,4
QUINTILLIO,M,4
QUINTILLO,M,4
QUINTINO,M,4
QUINTO,M,3
QUINZIANO,M,4
QUINZIO,M,4
QUIRICO,M,4
QUIRINO,M,4
QUIRO,M,4
QUISILIO,M,4
RACHELINO,M,4
RACHILDO,M,4
RADAMES,M,3
RADAMESSE,M,3
RADAMEZ,M,4
RADAMISTO,M,4
RADIANO,M,4
RADIO,M,4
RADISLAO,M,4
RADO,M,4
RAFAELE,M,4
RAFAELINO,M,4
RAFAELLO,M,3
RAFAL,M,4
RAFFAELE,M,1
RAFFAELINO,M,3
RAFFAELLINO,M,3
RAFFAELLO,M,2
RAFFAELO,M,3
RAFFAELUCCIO,M,3
RAFFALE,M,3
RAFFALELE,M,3
RAFFELE,M,3
RAFFELLO,M,3
RAGGIO,M,4
RAGUELE,M,4
RAIMO,M,4
RAIMONDINO,M,3
RAIMONDO,M,1
RAINALDO,M,3
RAINARDO,M,3
RAINER,M,3
RAINERI,M,2
RAINERIO,M,3
RAINERO,M,3
RAINIERI,M,3
RAINIERO,M,3
RALDO,M,4
RALFO,M,4
RAMBALDO,M,4
RAMBERTO,M,4
RAMBO,M,3
RAMES,M,4
RAMIRO,M,4
RAMON,M,2
RAMONDO,M,3
RAMONE,M,3
RAMUCCIO,M,3
RAMUSINO,M,4
RANATO,M,4
RANCESCO,M,4
RANDO,M,4
RANDOLFO,M,3
RANIERE,M,3
RANIERI,M,2
RANIERO,M,2
RANUCCIO,M,3
RANUNZIO,M,4
RANUZIO,M,4
RAO,M,4
RAOLO,M,4
RAOUL,M,2
RASMO,M,4
RAUL,M,2
RAULE,M,3
RAULINO,M,4
RAULO,M,4
RAVALDO,M,4
RE,M,3
REALDINO,M,4
REALDO,M,4
REALINO,M,4
REALMO,M,4
REAMO,M,4
REANO,M,4
REANTO,M,4
RECLUS,M,4
RECTE,M,4
REDAMES,M,4
REDAMO,M,4
REDANO,M,4
REDDAD,M,4
REDEMISTO,M,4
REDENTE,M,3
REDENTINO,M,3
REDENTO,M,3
REDENTORE,M,3
REDENZIO,M,4
REDEO,M,4
REDES,M,4
REDESILDO,M,4
REDIANO,M,4
REDINO,M,4
REDIVO,M,4
REDO,M,4
REDUINO,M,4
REFENIO,M,4
REFFAELE,M,4
REGALINO,M,4
REGGIANO,M,4
REGGIO,M,4
REGILDO,M,4
REGINALDO,M,3
REGINO,M,4
REGIO,M,4
REGIS,M,4
REGOLINO,M,4
REGOLO,M,3
