Nome,Genere,Diffusione
REIMONDO,M,4
REINALDO,M,3
REINER,M,4
REIS,M,4
RELDO,M,4
RELINO,M,4
RELIO,M,4
REMALDO,M,4
REMEDINO,M,4
REMEDIO,M,4
REMIDIO,M,4
REMIDO,M,3
REMIGGIO,M,3
REMIGILDO,M,3
REMIGIO,M,2
REMIGLIO,M,4
REMILDO,M,4
REMILIO,M,4
REMIRO,M,4
REMO,M,1
REMOALDO,M,3
REMOLO,M,4
REMON,M,4
REMONDINO,M,4
REMUALDO,M,3
RENALDO,M,4
RENARDO,M,3
RENATO,M,1
RENDINO,M,4
RENELLO,M,4
RENEO,M,4
RENER,M,4
RENETTO,M,4
RENI,M,4
RENIERI,M,4
RENIERO,M,4
RENIO,M,4
RENIS,M,3
RENNER,M,4
RENNO,M,4
RENO,M,4
RENSO,M,4
RENTO,M,4
RENUCCIO,M,4
RENUNZIO,M,4
RENZI,M,4
RENZINO,M,2
RENZIO,M,3
RENZO,M,1
REO,M,4
REODANTE,M,4
REONALDO,M,4
REOVALDO,M,4
REPARATO,M,4
RESI,M,4
RESIO,M,4
RESPICIO,M,4
RESTITUTO,M,3
RESVINDO,M,4
RETO,M,4
RETTO,M,4
REUCCIO,M,4
REULO,M,4
REVEL,M,4
REVILIO,M,4
REVO,M,4
REZIERE,M,4
REZIERI,M,4
REZIERO,M,4
REZIO,M,4
REZZIERE,M,4
REZZIERI,M,4
REZZIERO,M,4
RIALDO,M,4
RIANO,M,4
RIBELLO,M,4
RIBERTO,M,4
RIBES,M,3
RICANGELO,M,4
RICARDO,M,3
RICCARDINO,M,2
RICCARDO,M,1
RICCI,M,3
RICCIARDETTO,M,3
RICCIARDI,M,3
RICCIARDINO,M,3
RICCIARDO,M,3
RICCIERI,M,4
RICCIERO,M,4
RICCIO,M,4
RICCIOTTI,M,4
RICCIOTTO,M,3
RICCO,M,4
RICHELMO,M,4
RICHETTO,M,4
RICIOTTI,M,4
RICO,M,3
RICORDANO,M,4
RICORDINO,M,4
RICORDO,M,4
RIDANIO,M,4
RIDANO,M,4
RIDEO,M,4
RIDIO,M,4
RIDO,M,4
RIDOLFO,M,4
RIEDO,M,4
RIEGO,M,4
RIELLO,M,4
RIENZO,M,4
RIFEO,M,4
RIFREDO,M,4
RIGER,M,4
RIGHETTO,M,4
RIGINALDO,M,4
RIGO,M,4
RIGOBERTO,M,3
RIGOLETTO,M,3
RIGUCCIO,M,4
RILDO,M,4
RIMEDIO,M,4
RIMO,M,4
RINALDI,M,4
RINALDINO,M,4
RINALDO,M,2
RINARDO,M,3
RINDO,M,4
RINELLO,M,4
RINEO,M,4
RINETTO,M,3
RINGO,M,3
RINIERI,M,3
RINIERO,M,3
RINIO,M,4
RINO,M,1
RINUCCIO,M,2
RIO,M,4
RIODE,M,4
RIONERO,M,4
RISCATTO,M,4
RISIERI,M,4
RISIERO,M,4
RISMO,M,4
RISMONDO,M,4
RISOLUTO,M,3
RISORGI,M,4
RISORTO,M,3
RISSIERI,M,4
RISVEGLIO,M,4
RISVELIO,M,4
RITANO,M,4
RITARDO,M,4
RITO,M,4
RITUCCIO,M,4
RIVALDO,M,4
RIVANO,M,4
RIVIERO,M,4
RIVIO,M,4
RIVO,M,4
RIZIANO,M,4
RIZIERE,M,4
RIZIERI,M,4
RIZIERO,M,4
RIZZANO,M,4
RIZZARDO,M,4
RIZZERI,M,4
RIZZERIO,M,4
RIZZI,M,4
RIZZIERE,M,4
RIZZIERI,M,4
RIZZIERO,M,4
RIZZO,M,3
ROALDO,M,3
ROANO,M,4
ROBALDO,M,4
ROBERTINO,M,2
ROBERTO,M,1
ROBIS,M,3
ROBLEDO,M,4
ROBLETO,M,4
ROBOAMO,M,4
ROBOANO,M,4
ROBUSTIANO,M,4
ROBUSTINO,M,3
ROBUSTO,M,3
ROCCARDO,M,4
ROCCHETTO,M,4
ROCCHINO,M,3
ROCCO,M,1
ROCCUCCIO,M,3
ROCO,M,3
RODANO,M,3
RODERICO,M,3
RODI,M,4
RODIANO,M,4
RODINO,M,4
RODIO,M,4
RODOALDO,M,3
RODOLFO,M,2
RODOMIRO,M,4
RODOMONDO,M,3
RODOMONTE,M,3
RODOSINDO,M,4
RODRIGO,M,2
ROERO,M,4
ROFILLO,M,4
ROFILO,M,4
ROFINO,M,4
ROGELIO,M,4
ROGERO,M,3
ROGGERO,M,3
ROGGIERO,M,3
ROI,M,4
ROLANDINO,M,3
ROLANDO,M,2
ROLDANO,M,4
ROLDO,M,4
ROLIANO,M,4
ROLINO,M,4
ROLLANDO,M,3
ROMALDINO,M,4
ROMALDO,M,4
ROMAN,M,3
ROMANDINO,M,4
ROMANDO,M,3
ROMANELLO,M,3
ROMANINO,M,3
ROMANO,M,1
ROMANTINO,M,4
ROMEDIO,M,4
ROMELIO,M,4
ROMENIO,M,4
ROMENO,M,4
ROMEO,M,2
ROMERO,M,4
ROMES,M,4
ROMI,M,4
ROMILDO,M,3
ROMILIO,M,4
ROMINO,M,3
ROMIRO,M,4
ROMO,M,4
ROMOALDO,M,3
ROMOLINO,M,3
ROMOLO,M,2
ROMUALDO,M,3
ROMULADO,M,4
RONALDO,M,3
RONDELLO,M,4
RONDINO,M,4
RONDOLFO,M,4
RONE,M,4
RONERTO,M,4
RONZINO,M,4
ROPEO,M,4
ROSALBINO,M,4
ROSALBO,M,4
ROSALINDO,M,3
ROSALINO,M,3
ROSALIO,M,3
ROSALMINO,M,4
ROSANNO,M,4
ROSANO,M,4
ROSARINO,M,3
ROSARIO,M,1
ROSASCO,M,4
ROSATO,M,4
ROSAURO,M,4
ROSELINO,M,4
ROSELIO,M,4
ROSELLINO,M,4
ROSELLO,M,4
ROSELMINO,M,4
ROSEO,M,4
ROSETO,M,3
ROSETTO,M,3
ROSIANO,M,4
ROSILDO,M,4
ROSILIO,M,4
ROSIMBO,M,4
ROSINDO,M,4
ROSINO,M,4
ROSIO,M,4
ROSITO,M,4
ROSMALDO,M,4
ROSMILDO,M,4
ROSMINO,M,4
ROSMIRO,M,4
ROSMUNDO,M,3
ROSO,M,4
ROSOLINDO,M,4
ROSOLINO,M,4
ROSOLO,M,4
ROSSANO,M,2
ROSSELLO,M,2
ROSSINO,M,3
ROSSO,M,3
ROSUALDO,M,4
ROSVALDO,M,4
ROSVINDO,M,4
ROTILDO,M,4
ROTILIO,M,4
ROTONDO,M,3
ROTTILIO,M,3
ROVALDO,M,4
ROVANO,M,4
ROVELIO,M,4
ROVELLO,M,4
ROVENO,M,4
ROVERETO,M,4
ROVERO,M,4
ROVESO,M,4
ROVIDO,M,4
ROVIERO,M,4
ROVIGLIO,M,4
ROVIGO,M,3
ROVILDO,M,4
ROVILIO,M,4
RUBELLO,M,4
RUBEN,M,2
RUBENO,M,3
RUBENS,M,3
RUBERTO,M,3
RUBES,M,4
RUBINO,M,3
RUBIO,M,3
RUBIS,M,4
RUDI,M,4
RUDIANO,M,4
RUDIO,M,4
RUDY,M,2
RUELLO,M,3
RUFFILLO,M,3
RUFFINO,M,3
RUFFO,M,3
RUFILLO,M,4
RUFINO,M,3
RUFO,M,3
RUGERO,M,4
RUGGERI,M,3
RUGGERO,M,2
RUGGIERO,M,3
RUGIERO,M,3
RUPERTO,M,4
RUSCO,M,4
RUSSARDO,M,4
RUSSO,M,4
RUSTICO,M,3
RUTILIO,M,4
RUTTILIO,M,4
SABADINO,M,4
SABATINO,M,3
SABATO,M,3
SABBATINO,M,3
SABINO,M,3
SABOTINO,M,4
SALADINO,M,3
SALLUSTIO,M,3
SALOMONE,M,3
SALVADORE,M,3
SALVATO,M,3
SALVATORANGELO,M,3
SALVATORE,M,1
SALVATORICO,M,3
SALVATORINO,M,3
SALVERINO,M,4
SALVERIO,M,4
SALVETTO,M,4
SALVIANO,M,4
SALVINO,M,3
SALVIO,M,4
SALVO,M,1
SALVUCCIO,M,3
SAMUEL,M,2
SAMUELE,M,1
SANDRINO,M,2
SANDRO,M,1
SANSONE,M,3
SANTE,M,3
SANTI,M,3
SANTILLO,M,4
SANTIN,M,4
SANTINO,M,1
SANTO,M,1
SANTOLO,M,3
SANTORO,M,3
SANTUCCIO,M,3
SANZIO,M,3
SARETTO,M,4
SARINO,M,4
SARIO,M,4
SARO,M,3
SATURNINO,M,3
SATURNO,M,4
SAUL,M,3
SAULE,M,4
SAULLE,M,4
SAULO,M,3
SAURO,M,2
SAVERINO,M,3
SAVERIO,M,1
SAVIANO,M,3
SAVINO,M,3
SAVIO,M,3
SCEVOLA,M,3
SCIPIO,M,3
SCIPIONE,M,3
SCOLASTICO,M,4
SEBASTIANO,M,2
SECONDIANO,M,3
SECONDINO,M,3
SECONDO,M,3
SELENIO,M,3
SELENO,M,4
SELMINO,M,4
SELMO,M,4
SELVAGGIO,M,3
SELVINO,M,4
SELVO,M,4
SEM,M,4
SEMPLICIANO,M,4
SEMPLICIO,M,3
SEMPRONIO,M,3
SENAD,M,4
SENOFONTE,M,3
SERAFINO,M,4
SERENELLO,M,4
SERENO,M,3
SERGIO,M,1
SERVIGLIO,M,4
SERVILIO,M,4
SERVIO,M,4
SERVOLO,M,4
SESTILIO,M,4
SESTINO,M,4
SESTO,M,3
SETTEMBRINO,M,3
SETTIMINO,M,3
SETTIMIO,M,3
SETTIMO,M,3
SEVERIANO,M,3
SEVERINO,M,2
SEVERIO,M,3
SEVERO,M,2
SHAH,M,4
SHAJAHAN,M,4
SIBILLO,M,4
SIDERAL,M,4
SIDORO,M,4
SIEGFRID,M,3
SIEGFRIED,M,4
SIFRIDO,M,4
SIGEFRIDO,M,3
SIGFREDO,M,4
SIGFRIDO,M,3
SIGIFREDO,M,4
SIGIFRIDO,M,4
SIGILFREDO,M,4
SIGILFRIDO,M,4
SIGISFREDO,M,4
SIGISFRIDO,M,4
SIGISMONDO,M,2
SIGISMUNDO,M,3
SIGNORELLO,M,4
SIGNORINO,M,4
SILANO,M,4
SILENIO,M,4
SILENO,M,4
SILFRIDO,M,4
SILIANO,M,4
SILIO,M,4
SILO,M,4
SILVANO,M,1
SILVERIO,M,2
SILVERO,M,3
SILVESTRO,M,1
SILVIANO,M,3
SILVIERO,M,3
SILVIETTO,M,3
SILVINO,M,3
SILVIO,M,1
SILVO,M,3
SIMEO,M,3
SIMEONE,M,2
SIMMACO,M,3
SIMO,M,3
SIMONE,M,1
SIMONELLO,M,3
SIMONETTO,M,2
SIMONINO,M,3
SIMPLICIANO,M,3
SIMPLICIO,M,3
SINCERO,M,3
SIPONTO,M,3
SIRIANO,M,3
SIRINO,M,3
SIRIO,M,3
SIRO,M,2
SIRTO,M,3
SISINIO,M,3
SISINNIO,M,3
SISINO,M,3
SISTILIO,M,3
SISTINO,M,3
SISTO,M,3
SITO,M,3
SIVIGLIANO,M,3
SIVIGLIO,M,3
SIVILIANO,M,3
SLOBODAN,M,3
SMERALDO,M,3
SOCCORSO,M,3
SOCRATE,M,3
SOFIO,M,4
SOFOCLE,M,3
SOFRONIO,M,3
SOLFERINO,M,4
SOLIDEO,M,4
SOLIMANDO,M,4
SOLIMANO,M,4
SOLIMENO,M,4
SONIO,M,3
SOSIO,M,4
SOSSIO,M,3
SOSTENE,M,4
SOSTINE,M,4
SOTERO,M,4
SPARTACO,M,3
SPEDITO,M,4
SPERANDEO,M,4
SPERANDINO,M,4
SPERANDIO,M,3
SPERANDO,M,4
SPERANZINO,M,4
SPERANZO,M,4
SPERI,M,4
SPERINDIO,M,4
SPERINO,M,4
SPERO,M,4
SPIRIDIONE,M,4
SPIRIDONE,M,4
SPIRITO,M,4
SPLENDORE,M,3
STALIN,M,3
STALINO,M,4
STANIS,M,4
STANISLAO,M,2
STANISLAVO,M,3
STANISLAW,M,3
STANO,M,4
STEFANINO,M,4
STEFANIO,M,3
STEFANO,M,1
STELIO,M,4
STELLARIO,M,3
STELLINO,M,4
STELLO,M,4
STELVIO,M,4
STENIO,M,4
STENO,M,3
SUPERANZIO,M,4
SVALDO,M,4
SVEVO,M,2
TACITO,M,3
TADDEO,M,3
TAMARO,M,3
TAMMARO,M,3
TANCREDI,M,3
TANCREDO,M,4
TANINO,M,3
TANIO,M,3
TANO,M,2
TANUCCIO,M,3
TARCIDIO,M,4
TARCISIO,M,2
TARCISO,M,3
TARQUINIO,M,3
TARSILIO,M,4
TARSILLO,M,4
TATIANO,M,4
TAZIANO,M,4
TAZIO,M,3
TEANO,M,4
TEBALDO,M,3
TECLO,M,4
TELEMACO,M,3
TELESFERO,M,4
TELESFORO,M,3
TELIO,M,4
TELLIO,M,4
TELLO,M,4
TELMO,M,4
TEMISTO,M,4
TEMISTOCLE,M,3
TEOBALDO,M,4
TEODATO,M,4
TEODOLINDO,M,3
TEODOMIRO,M,3
TEODORICO,M,3
TEODORINO,M,4
TEODORO,M,2
TEODOSIO,M,3
TEOFILO,M,3
TERENZIANO,M,3
TERENZIO,M,3
TERENZO,M,3
TERESINO,M,4
TERESIO,M,2
TERESO,M,3
TERMINE,M,3
TERMINO,M,4
TERSIGLIO,M,4
TERSILIO,M,4
TERSILLO,M,4
TERTULLIANO,M,3
TERZIANO,M,4
TERZIGLIO,M,4
TERZILIO,M,4
TERZILLO,M,4
TERZINO,M,4
TERZIO,M,3
TERZO,M,3
TESEO,M,3
TESIO,M,4
TIBALDO,M,4
TIBERIO,M,2
TIBURZIO,M,3
TILDO,M,4
TILIO,M,3
TILLO,M,3
TIMOTEO,M,3
TINDARO,M,3
TINO,M,2
TINUCCIO,M,3
TITINO,M,4
TITO,M,2
TIZIANO,M,1
TIZIO,M,3
TOBIA,M,2
TOBIOLO,M,3
TOLMINO,M,3
TOLOMEO,M,3
TOMASINO,M,3
TOMASO,M,3
TOMASSINO,M,3
TOMASSO,M,3
TOMEO,M,4
TOMMASINO,M,4
TOMMASO,M,1
TOMMASSINO,M,3
TONELLO,M,3
TONINO,M,2
TONIO,M,3
TONUCCIO,M,3
TORE,M,3
TORELLO,M,3
TORIDDO,M,4
TORIDO,M,4
TORINO,M,4
TORQUATO,M,2
TORUCCIO,M,3
TOSCANELLO,M,3
TOSCANO,M,3
TOSCO,M,3
TOSELLI,M,4
TOSELLO,M,4
TOTO',M,2
TOTO,M,2
TRANQUILLINO,M,3
TRANQUILLO,M,2
TRENTINO,M,3
TRENTO,M,3
TRIESTINO,M,3
TRIFONE,M,4
TRIFONIO,M,4
TRINITA',M,3
TRIPOLINO,M,4
TRISTANO,M,3
TSVETAN,M,4
TUCCIO,M,4
TULIO,M,4
TULLIANO,M,3
TULLIO,M,2
TULLO,M,3
TURIDDO,M,3
TURIDDU,M,3
TURIDO,M,4
TURILLO,M,4
TURINO,M,4
TURIO,M,4
TURRIDO,M,4
UBALDINO,M,3
UBALDO,M,3
UBERTINO,M,3
UBERTO,M,3
UBOLDO,M,3
UDALRICO,M,4
UDALRIGO,M,4
UDILIO,M,4
UDILLO,M,4
UDINO,M,4
UDO,M,4
UGGERO,M,4
UGHETTO,M,3
UGO,M,1
UGOBERTO,M,2
UGOLINO,M,3
UGONE,M,3
UGUCCIONE,M,3
ULDARICO,M,3
ULDERICO,M,3
ULDERIGO,M,4
ULIANO,M,4
ULISSE,M,2
ULIVIERO,M,3
ULIVIO,M,3
ULIVO,M,3
ULLI,M,3
ULRICO,M,2
ULTIMINO,M,3
ULTIMIO,M,3
ULTIMO,M,3
UMBERTINO,M,3
UMBERTO,M,1
UMBRIO,M,3
UMBRO,M,3
UMILE,M,3
UMILIANO,M,4
UNICO,M,3
URANIO,M,3
URANO,M,4
URBANO,M,3
URIANO,M,4
URIO,M,4
URRIGO,M,4
USAI,M,4
UTILIO,M,4
VALBERTO,M,4
VALCHIRIO,M,4
VALDEMARO,M,3
VALDEMIRO,M,3
VALDIMARO,M,3
VALDIMIRO,M,3
VALDINO,M,4
VALDO,M,3
VALDOMIRO,M,4
VALENTE,M,3
VALENTINIANO,M,3
VALENTINO,M,2
VALENTO,M,4
VALENZANO,M,4
VALENZIO,M,4
VALENZO,M,4
VALERIANO,M,3
VALERINO,M,3
VALERIO,M,1
VALFREDO,M,3
VALFRIDO,M,4
VALIERO,M,4
VALPERTO,M,4
VALTER,M,1
VALTERE,M,3
VALTERINO,M,3
VALTERIO,M,3
VALTERO,M,3
VALTIERO,M,3
VANDINO,M,3
VANDO,M,3
VANDRO,M,3
VANI,M,3
VANINO,M,3
VANIO,M,3
VANNETTO,M,3
VANNI,M,2
VANNINO,M,3
VANNIO,M,3
VANNO,M,3
VANNUCCIO,M,3
VARENNE,M,4
VARETTO,M,4
VARINO,M,4
VARIO,M,4
VARISTO,M,4
VARNERO,M,4
VARNIERO,M,4
VARNO,M,4
VARO,M,4
VASCO,M,1
VASSERO,M,4
VASSILI,M,2
VASSILLI,M,3
VELARDO,M,4
VELIARDO,M,4
VELINO,M,4
VELIO,M,4
VELLEDO,M,4
VELMINO,M,4
VELMO,M,4
VENANZIO,M,2
VENANZO,M,3
VENAZIO,M,3
VENCESLAO,M,3
VENERANDO,M,4
VENERINO,M,4
VENERIO,M,4
VENERO,M,4
VENETO,M,4
VENEZIANO,M,4
VENEZIO,M,4
VENICIO,M,4
VENIERO,M,4
VENTURINO,M,4
VENTURO,M,4
VENUSTO,M,4
VENUTO,M,4
VENZO,M,4
VEO,M,4
VERANDO,M,4
VERARDINO,M,4
VERARDO,M,3
VERDIANO,M,4
VERDUN,M,4
VERGIGLIO,M,4
VERGILIO,M,3
VERGINIO,M,3
VERINO,M,4
VERIO,M,4
VERISSIMO,M,4
VERMONDO,M,4
VERO,M,4
VERONICO,M,4
VERTER,M,4
VERTHER,M,3
VESPASIANO,M,3
VETTORE,M,4
VETTORINO,M,4
VETULIO,M,3
VETURIO,M,4
VEZIO,M,4
VEZZOSO,M,4
VICENZINO,M,4
VICENZO,M,3
VICINIO,M,4
VICINO,M,4
VICO,M,4
VIDIO,M,4
VIDO,M,4
VIERO,M,4
VIGILIO,M,4
VILELMO,M,3
VILFREDO,M,3
VILFRIDO,M,3
VILIO,M,4
VILLELMO,M,4
VILLERMO,M,4
VILMARO,M,4
VINCENZINO,M,2
VINCENZO,M,1
VINCESLAO,M,3
VINICIO,M,3
VIOLANDO,M,4
VIOLANTINO,M,4
VIOLANTO,M,4
VIOLETTO,M,4
VIOLO,M,4
VIRGILIO,M,2
VIRGINIO,M,2
VISCARDO,M,4
VISMARO,M,4
VITAGLIANO,M,4
VITALE,M,4
VITALIANO,M,4
VITALINO,M,4
VITALIO,M,4
VITANTONIO,M,4
VITINO,M,3
VITO,M,1
VITONICOLA,M,2
VITTORE,M,2
VITTORIANO,M,3
VITTORIO,M,1
VITUCCIO,M,3
VIVALDO,M,3
VIVENZIO,M,3
VIVETTO,M,4
VIVIANO,M,3
VLADIMIRO,M,2
VLADISLAVO,M,4
VOLFANGO,M,3
VOLFRANO,M,4
VOLTERO,M,4
VOLTURNO,M,4
VULMARO,M,4
WAGNER,M,4
WALCHIRIO,M,4
WALDEMAR,M,4
WALDEMARO,M,3
WALDEMIRO,M,4
WALDINO,M,3
WALDO,M,3
WALFREDO,M,3
WALFRIDO,M,3
WALTER,M,1
WALTERINO,M,3
WALTHER,M,2
WANDO,M,3
WASSILI,M,2
WEBER,M,3
WERO,M,4
WERTER,M,4
WERTHER,M,3
WIESLAW,M,4
WILELMO,M,4
WILFREDO,M,3
WILFRIDO,M,3
WILLELMO,M,3
WILLIAM,M,2
WILMO,M,4
WLADIMIRO,M,2
WOLFANGO,M,2
WOLFRAMO,M,3
WOLFRANO,M,4
WULMARO,M,4
YANKEE,M,3
YURI,M,2
ZACCARIA,M,2
ZACCHEO,M,3
ZAFFERINO,M,3
ZAFFIRO,M,3
ZAIRO,M,4
ZANELLO,M,4
ZANETTO,M,4
ZANILLO,M,4
ZANINO,M,4
ZANNETTO,M,4
ZANOBI,M,4
ZARINO,M,4
ZARO,M,4
ZAVED,M,4
ZAVERIO,M,4
ZBIGNIEW,M,3
ZEFERINO,M,3
ZEFFERINO,M,3
ZEFFIRINO,M,3
ZEFFIRO,M,3
ZEFIRINO,M,4
ZEFIRO,M,3
ZELINDO,M,4
ZELINO,M,4
ZELIO,M,4
ZELMINO,M,4
ZELMIRO,M,4
ZELMO,M,4
ZELO,M,4
ZEMIRO,M,4
ZENIO,M,4
ZENO,M,2
ZENOBIO,M,3
ZENONE,M,3
ZEO,M,4
ZERBINO,M,4
ZILIANTE,M,4
ZILIO,M,4
ZINO,M,4
ZOELLO,M,4
ZOILO,M,4
ZOLFERINO,M,4
ZOPITO,M,4
ZORAIDO,M,4
ZOSIMO,M,4
ZULINO,M,4
ABBONDANZA,F,4
ABBONDANZIA,F,4
ABBONDIA,F,4
ABBONDINA,F,4
ABELA,F,3
ABELARDA,F,3
ABELINA,F,4
ABRAMA,F,4
ABRAMINA,F,4
ACCURSA,F,4
ACCURSIA,F,4
ACHILLA,F,3
ACHILLEA,F,4
ACHILLINA,F,4
ACILIA,F,4
ADA,F,2
ADALBERTA,F,4
ADALGISA,F,3
ADALIA,F,4
ADALINDA,F,4
ADALISA,F,4
ADAMA,F,4
ADAMARIA,F,3
ADAMINA,F,4
ADDOLORATA,F,2
ADEA,F,4
ADELA,F,3
ADELAIDA,F,3
ADELAIDE,F,2
ADELASIA,F,4
ADELCA,F,4
ADELCISA,F,4
ADELE,F,2
ADELELMA,F,4
ADELFA,F,4
ADELFINA,F,4
ADELIA,F,3
ADELINA,F,3
ADELINDA,F,4
ADELISA,F,4
ADELISIA,F,4
ADELITA,F,4
ADELMA,F,3
ADELMINA,F,4
ADELMIRA,F,4
ADEMA,F,4
ADEMARA,F,4
ADEMIA,F,4
ADEMINA,F,4
ADEODATA,F,4
ADERITA,F,4
ADIA,F,4
ADIGIN,F,4
ADILIA,F,4
ADINA,F,3
ADINOLFA,F,4
ADIONILLA,F,4
ADOLFA,F,3
ADOLFINA,F,4
ADONA,F,4
ADONELLA,F,4
ADORANDA,F,4
ADORATA,F,4
ADORNA,F,4
ADRASTA,F,4
ADRIA,F,4
ADRIANA,F,1
ADUA,F,4
ADUANA,F,4
AFFORTUNATA,F,4
AFRA,F,4
AFRICA,F,4
AFRICANA,F,4
AFRODITE,F,3
AGAPE,F,4
AGATA,F,1
AGATELLA,F,4
AGATINA,F,2
AGATOCLIA,F,4
AGAZIA,F,4
AGEA,F,4
AGLAIA,F,4
AGNELLA,F,4
AGNESE,F,1
AGNESINA,F,3
AGNIESZKA,F,3
AGOSTINA,F,2
AGRICOLA,F,4
AGRIPPINA,F,3
AICA,F,4
AIDA,F,3
AIDE,F,4
AISHE,F,4
ALA,F,4
ALADINA,F,4
ALAGHIERA,F,4
ALAM,F,4
ALBA,F,2
ALBANA,F,3
ALBANIA,F,4
ALBAROSA,F,3
ALBERICA,F,3
ALBERICE,F,4
ALBERTA,F,3
ALBERTINA,F,3
ALBINA,F,3
ALBOINA,F,4
ALCEA,F,4
ALCESTA,F,4
ALCESTE,F,3
ALCESTINA,F,4
ALCIDA,F,4
ALCINA,F,4
ALCISA,F,4
ALCMENA,F,4
ALDA,F,3
ALDEANDRA,F,4
ALDEGARDA,F,4
ALDEGONDA,F,4
ALDEMARA,F,4
ALDEMIA,F,4
ALDEMINA,F,4
ALDEMIRA,F,4
ALDERICA,F,4
ALDERICE,F,4
ALDERINA,F,4
ALDESINA,F,4
ALDESIRA,F,4
ALDEZZA,F,4
ALDINA,F,3
ALDOBRANDA,F,4
ALDOVINA,F,4
ALDUINA,F,4
ALEANDRA,F,3
ALEARDA,F,4
ALESIA,F,3
ALESSANDRA,F,1
ALESSANDRIA,F,3
ALESSANDRINA,F,3
ALESSIA,F,1
ALESSINA,F,3
ALETTA,F,3
ALEXANDRA,F,3
ALEXIA,F,3
ALFA,F,4
ALFEA,F,4
ALFERIA,F,4
ALFIA,F,3
ALFIERA,F,4
ALFIERINA,F,4
ALFINA,F,4
ALFONSA,F,3
ALFONSINA,F,3
ALFONZA,F,4
ALFONZINA,F,4
ALFREDA,F,3
ALFREDINA,F,3
ALFRIDA,F,3
ALFRIDE,F,3
ALGERIA,F,3
ALGERINA,F,3
ALGIA,F,4
ALGISA,F,4
ALICE,F,1
ALICIA,F,2
ALIDA,F,2
ALIDE,F,3
ALIDEA,F,4
ALIDORA,F,4
ALIGHIERA,F,4
ALINA,F,3
ALINDA,F,3
ALIPIA,F,4
ALISA,F,3
ALISIA,F,4
ALLEGRA,F,3
ALLEGRINA,F,4
ALMA,F,3
ALMAROSA,F,3
ALMERIA,F,4
ALMERICA,F,4
ALMERINA,F,4
ALMERINDA,F,4
ALMERIS,F,4
ALMINA,F,4
ALMIRA,F,4
ALODIA,F,4
ALOISA,F,3
ALOISE,F,3
ALPA,F,4
ALTABELLA,F,4
ALTAVILLA,F,4
ALTEA,F,3
ALTERA,F,3
ALTERIA,F,4
ALTOMIRA,F,4
ALVARA,F,3
ALVARINA,F,4
ALVISA,F,4
ALVISIA,F,4
AMABILIA,F,4
AMADEA,F,4
AMADIA,F,4
AMALFA,F,4
AMALFIA,F,4
AMALIA,F,4
AMANDA,F,2
AMANDINA,F,3
AMANTE,F,4
AMANTINA,F,4
AMANZIA,F,4
AMARANTA,F,4
AMARILDA,F,3
AMARILLI,F,4
AMARILLIDE,F,3
AMATA,F,3
AMATRICE,F,3
AMBERTA,F,4
AMBRA,F,2
AMBRETTA,F,3
AMBROGIA,F,3
AMBROGINA,F,3
AMBROSIA,F,3
AMBROSINA,F,4
AMEDEA,F,3
AMEGLIA,F,4
AMELIA,F,2
AMELINA,F,3
AMELITA,F,3
AMERICA,F,3
AMERIGA,F,3
AMERINA,F,4
AMERINDA,F,4
AMICA,F,3
AMILCARA,F,3
AMINA,F,3
AMINDA,F,4
AMINTA,F,4
AMLETA,F,3
AMODIA,F,4
AMORINA,F,4
AMOROSA,F,4
AMPELIA,F,4
AMSICORA,F,4
AMULIA,F,4
ANA,F,3
ANABEL,F,3
ANACLETA,F,3
ANANIA,F,4
ANASTASIA,F,2
ANATOLIA,F,3
ANCA,F,4
ANCELLA,F,3
ANCILLA,F,3
ANDA,F,4
ANDALUSA,F,3
ANDINA,F,3
ANDRA,F,4
ANDREA,F,2
ANDREANA,F,2
ANDREATTA,F,4
ANDREINA,F,2
ANDREOLA,F,3
ANDRETTA,F,4
ANDRETTINA,F,4
ANDREUCCIA,F,3
ANDRIETTA,F,4
ANDROMACA,F,3
ANELLA,F,4
ANELLINA,F,4
ANGELA,F,1
ANGELAMARIA,F,2
ANGELAROSA,F,2
ANGELETTA,F,3
ANGELICA,F,2
ANGELINA,F,2
ANGELITA,F,3
ANGIOLA,F,3
ANGIOLAMARIA,F,3
ANGIOLETTA,F,3
ANGIOLINA,F,2
ANICETA,F,4
ANICETTA,F,4
ANIELLA,F,3
ANITA,F,2
ANNA,F,1
ANNABELLA,F,2
ANNACHIARA,F,2
ANNAFLAVIA,F,2
ANNAGRAZIA,F,2
ANNALAURA,F,2
ANNALIA,F,3
ANNALISA,F,1
ANNALUISA,F,3
ANNAMARIA,F,1
ANNAPAOLA,F,1
ANNARELLA,F,3
ANNARITA,F,1
ANNAROSA,F,2
ANNE,F,3
ANNELLA,F,4
ANNETTA,F,3
ANNETTE,F,3
ANNETTINA,F,3
ANNIBALA,F,4
ANNIBALINA,F,4
ANNINA,F,3
ANNITA,F,3
ANNUCCIA,F,3
ANNUNCIA,F,3
ANNUNCIATA,F,3
ANNUNZIA,F,3
ANNUNZIATA,F,3
ANNUNZIATINA,F,3
ANSALDA,F,3
ANSELMA,F,3
ANSELMINA,F,3
ANSPERTINA,F,3
ANSUINA,F,3
ANTA,F,3
ANTEA,F,3
ANTENORA,F,3
ANTERA,F,4
ANTIGONA,F,4
ANTIGONE,F,3
ANTIMA,F,3
ANTIMINA,F,4
ANTIOCA,F,4
ANTONELLA,F,1
ANTONETTA,F,3
